"","AC001A","AC002A","AC004A","AC013A","AC014A","AC014B","AC014C","AC017A","AC018A","AC019A","AC022A","AC025A","AC028A","AC029A","AC030A","AC034A","AC035A","AC039A","AC042A","AC044A","AC046A","AC048A","AC9964","AC9965","AC9968","AC9969","AC9975","AC9996","AM001A","AM001B","AM001D","AS001A","AS003A","AT001A","AU001C","AU002A","AU003B","AU003D","AU004A","AU004B","AU004C","AU004D","AU005A","AU005B","AU005D","AU005E","AU005J","AU005L","AU009A","AU009B","AU010A","AU010B","AU014A","AU022A","AU023A","AU9983","AU9984","AU9987","AU9988","BR001A","BR003A","BR004A","BR005A","BR006A","BR9997","CA018A","CC001A","CM004A","CM010A","CM013A","CM014A","CM015A","CM015B","CM017A","CM020A","CM031A","CM031C","CM038A","CM048A","CM050A","CM051A","CM052A","CM101B","CM9989","CM9995","CO001A","CO001B","CY001A","CY002A","CY003A","CY004A","CY007A","CY010A","CY013A","CY9991","DE001A","DT002A","DT003A","DT004B","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU009A","EU009C","EU011A","EU013A","EU014A","EU015A","EU016A","EU017A","EU019A","EU020A","EU021A","EU022A","EU025A","EU027A","EU028A","EU028B","EU031A","EU034A","EU039A","EU040A","EU046C","EU047A","EU048A","EU049A","EU049B","EU051A","EU051B","EU056A","EU057A","EU058A","EU9961","EU9962","EU9965","EU9969","FR001A","FR001B","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR008A","FR009F","FR010A","FR011A","FR015A","FR018A","FR9991","FU002A","FU002B","FU002F","GO003A","GO004A","GO006C","GO013A","GO023A","GO025B","GO025F","GY005A","HN001A","ME019A","NA002A","NA003A","NA003B","NA005A","NA005B","NA006A","NA006B","NA007A","NA008A","NA013A","NA014A","NA015A","NA016A","NA032A","NA033A","NA037A","NA038A","NA042A","NA043A","NA044A","NA045A","NA046A","NA048A","NA063A","NA068A","NA084A","NA086A","NA099A","NA101A","NA102A","NA112D","NA113A","NA114A","NA115A","NA129A","NA133A","NA135A","NA140A","NA149A","NA151A","NA156A","NA158A","NA160A","NA167A","NA170A","NA9904","NA9919","NA9955","NA9963","NA9964","NE003A","NE003B","NE003C","NE004A","NE012A","NE020A","NE023A","NI002A","NI005A","NI008A","NI009A","NI009B","NI017A","NI021A","NI026A","NI027A","NI152A","NI9984","OP001A","PE002A","PI005A","PI007A","PI011A","PI014A","PI015A","PI016A","PI018A","PI018B","PI022B","PI023A","PI055A","PI056A","PI139A","PI164A","RH006B","SA001A","SA001B","SA006A","SA042A","SE001A","SP002A","ST004A","ST010A","SU002A","SU004A","SU005A","SU006A","SY002A","SY003A","SY004A","SY009A","SY010A","SY013A","SY043A","TA001A","TA002A","TA003A","TA004A","TA9996"
"INVA1",0,2.89,0,19.17,0,0,1.44,0,0.21,0,0,0,0,0,0,0.21,0,0,0.21,0,0.41,0,0,0,0,0,0.41,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.41,0,0,0,0.21,0.21,0.41,0,0,0,0.21,0,2.06,0,0,0,0,0,0,0,0,0,0.21,0,0.41,0.41,0,0,7.63,1.44,0,0.41,1.03,0,0,0.21,0.21,0.21,0,0.21,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.62,0,0.21,0,0,0,0,0,0,0,0,0,0,1.65,0,0,2.89,0,4.33,0.21,4.74,0,0,0,0,0,2.06,0,0,0,0,0,0,0.21,0.62,0,0.82,0,0,0,0,0,0.21,0.41,0,1.24,0,0,0,0.41,0.41,0.62,0,1.24,0,0,0.21,0,0.82,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.41,0,4.54,0.21,0,0,14.23
"IRD1",0,0.38,0,4.38,0,0,0.19,0,0.19,0,6.67,0,0,0,0,0,0,0,0.19,0,0.57,2.1,0,0,0,0,0.38,2.29,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0.38,0,0,0.38,0,0,0,0,0,1.52,2.67,0.19,0,0,0,0,0,0,3.24,0,0,0,2.1,0,0,0,0.95,5.91,0,0,0,0,0,0,0.19,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,6.67,0,0,0,0,0,0.76,0,0,0,0.19,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0.57,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0.38,0.19,0,23.81,0,0,0,0,0,0,0,0,0,0.38,0.38,0.76,0,0.19,0,0,0,0,0,0,0,0,0,0,1.52,0.19,0,1.33,0,0,0,0,0,0,0.76,0.57,0,0,0,0,0,0,0,0,0,0,0.38,0,0.19,0,0,0,0,0,0,0,0,0.38,0.95,0.76,0.95,0,3.81,0.57,0.57,0,0,0,0,0.19,2.29,0.19,0,0,0,0.38,0,0,0,0.38,1.14,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0.38,0,0,0,0.57,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.76,0.19,0,0,0
"KIRR1",0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,13.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,1.29,0,0,0,0,0,0,0,0,0,1.5,4.52,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.43,0,0,2.15,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.22,0,1.29,0,0,2.37,0,0,0,0,0,0.22,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0
"LAG1",0,0,0,0.85,0,0,0,0,0,0,0.64,0,0,0.21,0,0,0.21,0,0,0,0.21,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0.21,0,0.43,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,1.06,0.21,0,0.21,0,0,0.43,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.23,0,0,0,0.64,0,0.43,0,0,0,0,0,0,0,0,0,0.21,0,1.27,0,0,0,0,0,0,0,0,0,0.21,4.03,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,9.77,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,4.03,0,0,47.77,0
"LAI1",0,0.19,0,1.34,0,0,1.34,0,0,0,0.76,0,0,0,0,0,0.19,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,8.78,0.19,0,0,1.34,0,0,0,0,0.95,0,0,0,0,2.29,0.19,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0.19,0.76,0,1.14,0.57,0,0.57,0,0.19,0,0,0.19,0,0.19,0.19,0,0,0,0,0,0,0,0.19,0,0,10.69,0.57,0,0,0.76,0,0,0,0,0,0,0.38,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0.19,2.29,9.54,4.39,0,0,0,0,0,0.38,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,1.14,0.38,0,0.38,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.61,0.19,0,1.34,0
"LAR1",0,0,0,0,0,0.2,1.62,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.41,0,0,0,0.2,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,6.49,0,0,0,2.03,0,0,0,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.2,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.81,0,22.11,1.83,2.84,0,0.2,0,2.43,0,0,0,0,0.41,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,3.85,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.83,0,1.22,0,0,0.2,0,0,0,0,0,0,0,0,0,0.61,0,0.81,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.2,0,0.41,0.2,0,0.2,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,2.23,0,1.01
"LCSL1",0,0,0,1.35,0,0,1.54,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.58,0,0,13.87,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0.38,0.77,0,0.58,0,0,0,8.48,0,0,0,0,0,0.96,0,0,0,0,0,0,0.38,1.54,0.38,0,0,3.47,0,0,0,0,2.31,0,8.48,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.58,0,0,0,0,0,0,0,0.19,1.54,0,0,0.58,0,0.38,0,0,4.24,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.19,0,1.93,0.77,0,0,0,0,0,1.54,0,0.19,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,1.35,1.73,0.58,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0,0.58,0,0.19,0,0,0,0,0,0,0,0,0.19,0,0,2.31,0,0,0,0,0,0,0,0,12.14,6.55,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.96,0,0,1.54,0,0,0,1.16,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0
"LCSU1",0,0,0,0.81,0,0.2,0.61,0,0,0,0.41,0,0,0,0,0,0,0,0,0,1.01,1.01,0,0,34.48,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.2,0,0,1.01,0,0,0,0,1.42,0,6.69,0,0,0.41,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.2,0,0,0,0,0,0,0.61,0,0,0.2,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.61,0,0.81,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.45,1.01,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,2.43,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.2,0,0,0,0,0,0,0,0.61,0,0,0,0
"LDE1",0,0,0,5.24,0.18,0.36,0.9,0,0,0,3.61,0,0,0,0,0,0,0,0.72,0,1.44,2.35,0,0,1.99,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,18.59,0,0.54,0,3.07,0.72,0,0,0,2.53,0,0.18,0,0,0.18,0,0,0,0,0.54,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0.54,0.18,0.54,0.54,2.17,0.72,0,0,0.36,0,0.36,0,0.36,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,7.22,3.07,0.72,0,0.18,0.18,0,0,0.18,1.99,0,0,0,0,0,0,0,0,3.25,0,0.18,0,0,0,0,0,0.18,0,0.36,3.61,0.9,0.36,0.72,0.18,0,0,0,0,0,0,0,0.18,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0.36,0,0.9,0,0,0,0,0.36,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.36,0,0.18,0,0,0,0,0,0,0.18,0,0,0.36,0,0,0,0.54,1.44,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0.36,0,0.18,0.54,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.18,0.18,0,0,0,0,0.9,0,0,7.94,0,0,0,0
"LDE2",0,0,0,9.25,0,0.26,1.03,0,0,0,6.17,0.26,0.51,0,0,0,0,0,0,0,2.57,0,0,0,0,1.03,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0.26,0,0.51,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0.51,0.51,0,1.28,0.26,0,0.51,0,0,2.06,0.26,0,0.26,0,0.77,0.51,0.77,0,0,0,0,0,0,0,0,0,0,0,4.11,2.31,4.88,0.51,0.26,0,0,0.26,0,2.57,0,0,0,0,0,0,0,0,6.68,0,1.03,0,0,0,0,0,0,0,0,2.83,2.83,0,1.03,0,0,0,0,0,0,0.26,0,0,0,0.26,0,0,1.28,0,0,0,0,0,0,0,2.06,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,1.03,0,0,0,0,0.51,0,0,0,0,0.26,0,0,0,0.26,2.57,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0.26,0,0,0,0,0,0.77,1.28,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.51,0,5.91,0,0,0.51,1.03
"LENY1",0,0,3.42,13.68,0,0,0.6,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.6,0,0.6,0,0,3.02,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.69,0,0,0,2.82,0,0,0,4.83,1.41,0,0,0,0,0,0,0,0,0,3.42,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0.2,0,5.03,0,0,0,0,0,0.2,0,0.2,0.2,0,0.4,0.6,0,1.01,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,2.21,0,6.24,0,0,0,0,0,0,0,0.2,0,0,4.43,1.01,0,0.2,0.4,0,0,0,0,0,0,0,0,0.2,3.22,0,0,1.21,0,0,0,0.4,0,0,0.2,2.01,0.4,0.6,0,0.2,0,0,0.4,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0.4,0,0.81,0,0,0,0,0,0,1.41,1.01,0.4,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.2,0,0,0
"LGR1",0,0,0,0.37,0.75,0.37,0,0,0,0,3.54,0,0,0.19,0,0,0,0,0.19,0,1.49,0,0,0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.75,0,0,0,2.98,0,0,0,0,1.3,0,0,0,0,0.37,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,2.05,1.12,0,2.23,0,0,0,0,0,0,0,0,0,0.19,0.19,0,0.56,0,0,0,1.3,0,14.52,1.3,0.19,0,0,0,0.19,0,0.56,1.3,0,4.66,0,0,0,0.37,0,0,0.93,0,0,0,0,0,0,0,0,0,0,3.35,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0.93,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.75,0.56,0,0,0,0.56,0,3.72,2.98,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,7.82,12.1,0
"LGR2",0,0,0,0,0,0.41,0.2,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.82,0,0.2,0,0,0,20.74,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.62,0,0,0,1.23,0,0,0,0,6.37,0,0,0,0,0.41,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.62,0,0.41,2.67,0,2.88,0.2,0,0.82,0,0,0.2,0.82,0,0,0,0.41,0.62,0,0,0,0,0.41,0,9.86,1.03,0.62,0.62,0,0.2,0.62,0,0.62,0.2,0.41,1.85,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,1.23,0.41,2.26,1.23,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0.62,0,0,0,0,0,0,0.2,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.2,0,0,0,4.31,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,3.08,0,8.01,8.01,0
"LJOSV1",0,0,0,0,0,0,0.6,0,0,0,12,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.4,0.2,0,0.6,0,0,0,0,3.6,0,1,0,0,1.6,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0.2,11,0,4,0,2,0,0,0,0,0,0.2,0,0,1.2,0,0,0,0,0.4,0,0,1.8,1.2,0,0,0.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,1,10.4,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0.4,0,0,3.6,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,1.2,0,2.6,0,0,0.2,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,3.4,0.4,0
"LLDU1",0.2,0,0,20.93,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0.2,0,0,0,0,0.2,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,1.42,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1.42,0,0,1.02,0,0,0.2,0,1.22,0.2,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.85,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,1.02,0,0,1.22,0,28.86,0.2,4.07,0,0,0.2,0,0,0,0,0.2,0.2,0.41,0,1.42,0.2,1.42,0,0,0,0,0,0,0,0,0.81,0.61,0,0.41,0.61,0.2,0,0.41,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.2,0,0.2,0,0,0.61,0,1.22,0,0,0,0,0,0,0,3.05,0,0.41,0,0,0,0,0,0,0.61,0.81,0,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,4.88,0.41,0,0,0
"LLGH1",0,0,0,0.19,0,0,0,0,0,0,0.57,0,0,0.19,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,1.71,1.33,0,0,0,0,0,0,0.95,5.91,0,0,0,7.24,0.76,0,0,0,0.95,0,0,0,0,0.95,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.95,0.76,0,1.14,0.38,0,0.95,0.19,0,2.48,0.19,0,1.14,0,0.19,0.19,0,0,0,0.76,0,0,0,0,0,0,0.38,0,0,2.48,0.57,0.19,2.67,0,0.38,0,0.19,2.86,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,13.71,3.24,0,0.38,0.19,0,0,0,0,0,0,0.38,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0.38,0.19,0.76,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.95,0,0,1.71,2.1,0,1.33,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,3.24,0.19,0.38,0.19,0,0,0,0.38,0,0.19,0,0,0,0,0,0,0,0.38,0.19,0,0,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0,0,5.91,0,0.38,13.33,0
"LOD1",0,0,0.19,0.39,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22,1.55,0.77,0,4.84,0,0,0,0,3.1,0,0.39,0,0,1.35,0,0,0,0,1.16,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0.19,0.58,0,0,0.39,0,3.67,0,0,2.52,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0,15.67,1.16,0,0,2.13,0.19,0.77,0.39,0,1.16,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.77,12.19,1.55,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12,0.58,0,0.77,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,5.8,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0.19,1.55,3.1,1.55
"LOWT1",0,0,0,0,0.1,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.4,0,0,5.5,0.7,0,0,0,0.3,0,12.4,0,0,3.7,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.5,0,0,0,0,1.1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,1.3,0.1,0.5,0,0.3,2.6,2.5,0,0,0,0,2.9,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,1.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,2.8,0.4,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1.1,0,0,0,0,0,0,0,1.3,0,0.8,0.4,1
